Location	Chao1	Temperature
Non-saline	2212.179487	12.8
Non-saline	212.1	12.8
Non-saline	2466.727273	12.8
Non-saline	374.7777778	12.8
Non-saline	2496.033898	12.8
Non-saline	1259.094787	12.8
Non-saline	402.5121951	12.8
Non-saline	3113.930636	12.8
Non-saline	363.2631579	12.82
Non-saline	490.2702703	12.82
Non-saline	175.3225806	12.83
Non-saline	413.0909091	12.87
Non-saline	731.3529412	12.88
Non-saline	367.6829268	12.89
Non-saline	471.5964912	12.9
Non-saline	471.8333333	12.9
Non-saline	233.3125	12.9
Non-saline	384.2195122	12.9
Non-saline	519.3888889	12.9
Non-saline	485.893617	12.9
Non-saline	225.24	12.9
Non-saline	481.3333333	12.9
Non-saline	2040.5	12.9
Plant	178.125	12.91073016
Plant	248.027027	12.91073016
Plant	210.0714286	12.91073016
Plant	232.9130435	12.91073016
Plant	480.0277778	12.91073016
Plant	341.7	12.91073016
Plant	58	12.91073016
Plant	214.6818182	12.91073016
Plant	168.1666667	12.91073016
Plant	192.5	12.91073016
Non-saline	191.21875	12.92
Non-saline	184.8571429	12.92
Non-saline	440.8125	12.92
Non-saline	317.9333333	12.93
Non-saline	525.3030303	12.94
Non-saline	207.25	12.94
Non-saline	770.9767442	12.95
Non-saline	408.2857143	12.95
Non-saline	320.8484848	12.95
Non-saline	392.06	12.98
Plant	161.375	12.99358065
Plant	113.2727273	12.99358065
Plant	112.25	12.99358065
Plant	224.4	12.99358065
Plant	139.4285714	12.99358065
Plant	103.5555556	12.99358065
Plant	191.5172414	12.99358065
Plant	230.2	12.99358065
Plant	268.9166667	12.99358065
Plant	197	12.99358065
Plant	484.0188679	12.99358065
Plant	533.5625	12.99358065
Plant	272.0967742	12.99358065
Plant	284.1818182	12.99358065
Plant	194.5263158	12.99358065
Plant	258.125	12.99358065
Plant	203.875	12.99358065
Plant	238	12.99358065
Non-saline	545.902439	13
Non-saline	120.8666667	13
Non-saline	427.6842105	13
Non-saline	1391.254545	13
Non-saline	1222.619048	13
Non-saline	1765.259494	13
Non-saline	983.362069	13
Non-saline	380.1111111	13
Non-saline	1908.08547	13
Non-saline	524.0441176	13.01
Plant	523.9491525	13.06514516
Plant	238.8947368	13.06514516
Plant	72.1	13.06514516
Plant	47.5	13.06514516
Plant	220.7727273	13.06514516
Plant	117.2307692	13.06514516
Plant	80.09090909	13.06514516
Plant	152.6666667	13.06514516
Plant	211.4	13.06514516
Plant	166.3333333	13.06514516
Plant	202.15	13.0681129
Plant	403.2222222	13.0681129
Plant	157.3	13.0681129
Plant	45.42857143	13.0681129
Plant	79.33333333	13.0681129
Plant	79.11111111	13.0681129
Plant	154.3333333	13.0681129
Non-saline	394.097561	13.07
Non-saline	435.5526316	13.07
Non-saline	288.7241379	13.08
Non-saline	346.0810811	13.09
Non-saline	2296.011364	13.1
Non-saline	524.1818182	13.1
Non-saline	232.047619	13.1
Non-saline	329.3469388	13.1
Non-saline	1236.961538	13.1
Non-saline	970.9056604	13.1
Non-saline	354.1111111	13.1
Non-saline	2252.357143	13.1
Non-saline	4652.168196	13.1
Non-saline	2116.967742	13.1
Non-saline	34	13.1
Non-saline	2721.455	13.1
Plant	158.25	13.10856452
Plant	402.45	13.10856452
Plant	208.1153846	13.10856452
Plant	193.5652174	13.10856452
Plant	342.1176471	13.10856452
Plant	261.2432432	13.10856452
Plant	449.0535714	13.10856452
Plant	364.0196078	13.10856452
Plant	678.8358209	13.10856452
Plant	363.1363636	13.10856452
Non-saline	533.9574468	13.12
Non-saline	472.2380952	13.13
Non-saline	387.037037	13.14
Plant	267	13.14432258
Plant	486.15625	13.14432258
Plant	379.8333333	13.14432258
Plant	386.4333333	13.14432258
Plant	280.7307692	13.14432258
Plant	471.3714286	13.14432258
Plant	344.0277778	13.14432258
Plant	52.42857143	13.14432258
Plant	71.5	13.14432258
Plant	152.3	13.14432258
Plant	181.25	13.14432258
Plant	279.1538462	13.14432258
Plant	268.4	13.14432258
Plant	127.75	13.14432258
Plant	262.0555556	13.14432258
Plant	288.6896552	13.14432258
Plant	159.8571429	13.14432258
Plant	183.0909091	13.14432258
Plant	111.625	13.14432258
Plant	198.5	13.14432258
Non-saline	192.75	13.15
Non-saline	462.75	13.15
Non-saline	262.5384615	13.15
Non-saline	909.2307692	13.19
Plant	117.0714286	13.19574194
Plant	441.5263158	13.19574194
Plant	96.2	13.19574194
Plant	219.5	13.19574194
Plant	190.5555556	13.19574194
Plant	113	13.19574194
Plant	232.5	13.19574194
Plant	318.6206897	13.19574194
Plant	121.0833333	13.19574194
Plant	371.375	13.19574194
Non-saline	2331.64	13.2
Non-saline	519.25	13.2
Non-saline	566.4776119	13.2
Non-saline	4003.578947	13.2
Non-saline	2915.262931	13.2
Non-saline	1857.165354	13.2
Non-saline	186.6	13.2
Non-saline	399.4545455	13.2
Non-saline	3088.788845	13.2
Non-saline	2016.783333	13.2
Non-saline	412.3846154	13.2
Non-saline	37	13.2
Non-saline	397.3333333	13.2
Non-saline	343.1304348	13.2
Non-saline	577.5660377	13.2
Non-saline	336.015873	13.21
Non-saline	438.9148936	13.21
Non-saline	403.6382979	13.24
Plant	619.122449	13.24537097
Plant	188	13.24537097
Plant	428.9354839	13.24537097
Plant	472.5957447	13.24537097
Plant	496.4468085	13.24537097
Plant	192.6470588	13.24537097
Plant	408.0681818	13.24537097
Plant	218.7777778	13.24537097
Plant	408.2040816	13.24537097
Plant	471.1818182	13.24537097
Non-saline	259.6666667	13.25
Non-saline	151.5555556	13.25
Non-saline	216.75	13.25
Non-saline	223.2307692	13.26
Non-saline	470.1290323	13.28
Non-saline	204.4285714	13.3
Non-saline	273.9032258	13.3
Non-saline	179.2307692	13.3
Non-saline	461.7971014	13.3
Non-saline	708.1935484	13.3
Non-saline	3016.530864	13.3
Non-saline	2379.503448	13.3
Non-saline	2251.153846	13.3
Non-saline	1978.89726	13.3
Non-saline	802.1142857	13.3
Non-saline	2211.148699	13.3
Non-saline	96	13.3
Non-saline	400.2678571	13.3
Non-saline	188.875	13.3
Non-saline	965.7692308	13.3
Non-saline	405.5333333	13.31
Non-saline	550.9166667	13.32
Non-saline	226.6071429	13.33
Non-saline	126.6521739	13.33
Plant	159.0526316	13.33370968
Plant	120	13.33370968
Plant	170.7777778	13.33370968
Plant	205.25	13.33370968
Plant	232.5833333	13.33370968
Plant	208.0833333	13.33370968
Plant	421.1162791	13.33370968
Plant	429.1707317	13.33370968
Plant	100.2142857	13.33370968
Plant	61.85714286	13.33370968
Plant	419.75	13.33370968
Plant	196.2727273	13.33370968
Plant	174.3333333	13.33370968
Plant	293.7857143	13.33370968
Non-saline	381	13.35
Non-saline	2386.959108	13.36
Non-saline	198	13.36
Non-saline	417.0285714	13.36
Non-saline	633.6923077	13.37
Non-saline	366.0285714	13.38
Non-saline	2253.470852	13.4
Non-saline	1974.5	13.4
Non-saline	1649.4375	13.4
Non-saline	1174.22449	13.4
Non-saline	1856.54878	13.4
Non-saline	1386.840909	13.4
Non-saline	557.3846154	13.4
Non-saline	4643.44389	13.4
Non-saline	3532.213368	13.4
Non-saline	597.902439	13.41
Non-saline	353.3636364	13.43
Non-saline	145	13.46
Non-saline	186.2173913	13.48
Non-saline	1876.451923	13.48
Non-saline	210.5	13.48
Non-saline	2298.778243	13.48
Non-saline	184.25	13.5
Non-saline	498.7142857	13.5
Non-saline	577.4285714	13.5
Non-saline	2286.681102	13.5
Non-saline	3105.710145	13.5
Non-saline	2123.006757	13.5
Non-saline	3880.219269	13.5
Non-saline	587.5106383	13.5
Non-saline	2115.540984	13.5
Non-saline	2214.307692	13.5
Non-saline	248.5454545	13.5
Non-saline	79.5	13.5
Non-saline	563.1875	13.52
Non-saline	1448.295181	13.54
Non-saline	463.375	13.55
Non-saline	365.5384615	13.55
Non-saline	364.05	13.55
Non-saline	397.2857143	13.56
Non-saline	419.8032787	13.58
Non-saline	73	13.59
Non-saline	257	13.59
Non-saline	852.5217391	13.6
Non-saline	455	13.6
Non-saline	375.2	13.6
Non-saline	415.8780488	13.6
Non-saline	881.0884956	13.6
Non-saline	5108.489474	13.6
Non-saline	1605.4	13.6
Non-saline	1105.898876	13.6
Non-saline	427.326087	13.6
Non-saline	44	13.6
Non-saline	3190.925311	13.6
Non-saline	1365.351955	13.64
Non-saline	176.5714286	13.65
Non-saline	227.6	13.65
Non-saline	191.0666667	13.65
Non-saline	375.0526316	13.65
Non-saline	2148.979381	13.68
Non-saline	318.1621622	13.69
Non-saline	1279.521739	13.7
Saline	119.6153846	13.7
Saline	182.0666667	13.7
Saline	348.7567568	13.7
Non-saline	72.33333333	13.7
Non-saline	89.66666667	13.7
Non-saline	231	13.7
Non-saline	259.4444444	13.7
Non-saline	201.84	13.7
Non-saline	2583.906736	13.7
Non-saline	289.6363636	13.7
Non-saline	1072.168675	13.7
Non-saline	1326.581395	13.7
Non-saline	2930.260664	13.7
Non-saline	2073.277228	13.7
Non-saline	479.4054054	13.7
Non-saline	595	13.7
Non-saline	883.3115942	13.7
Non-saline	174.6666667	13.7
Non-saline	580.0384615	13.7
Non-saline	1333.011765	13.7
Non-saline	4473.201635	13.7
Non-saline	193.9642857	13.72
Non-saline	533	13.73
Non-saline	581	13.73
Saline	257.65	13.74
Saline	515.7906977	13.74
Saline	454.8837209	13.74
Saline	582.0441176	13.74
Non-saline	350.7727273	13.74
Non-saline	385	13.75
Non-saline	285.46875	13.77
Non-saline	280.09375	13.77
Non-saline	418.1132075	13.78
Non-saline	284.1935484	13.79
Non-saline	237.0384615	13.79
Non-saline	804.5052632	13.8
Non-saline	2430.764706	13.8
Non-saline	2913.288703	13.8
Non-saline	3716.013201	13.8
Non-saline	393.1842105	13.8
Non-saline	2272.482014	13.8
Non-saline	3346.823293	13.8
Non-saline	459.8	13.8
Non-saline	220.2307692	13.8
Non-saline	270.7894737	13.8
Non-saline	423.3409091	13.8
Non-saline	3851.152778	13.8
Non-saline	534.3181818	13.8
Non-saline	412.6216216	13.8
Non-saline	322.7142857	13.85
Non-saline	326.6875	13.86
Non-saline	261.1	13.87
Non-saline	556.06	13.88
Non-saline	460.2195122	13.88
Non-saline	996.3	13.89
Non-saline	249.1111111	13.9
Non-saline	445	13.9
Non-saline	486.609375	13.9
Non-saline	335.3728814	13.9
Non-saline	3236.171004	13.9
Non-saline	623.1818182	13.9
Non-saline	2999.723618	13.9
Non-saline	247.8888889	13.9
Non-saline	323.0789474	13.9
Non-saline	641.7857143	13.9
Non-saline	3139.51497	13.9
Non-saline	3281.18408	13.9
Non-saline	3875.3	13.9
Non-saline	320.8823529	13.9
Non-saline	376.1176471	13.9
Non-saline	65	13.9
Non-saline	207.0909091	13.9
Non-saline	544.2173913	13.9
Non-saline	3447.876847	13.9
Saline	365.0638298	13.9213
Saline	401	13.9298
Non-saline	191.5	13.93
Non-saline	527.1923077	13.94
Non-saline	537.3787879	13.94
Non-saline	557.2941176	13.94
Non-saline	267.0769231	13.95
Non-saline	391.4545455	13.98
Non-saline	335.372549	13.98
Non-saline	215.9230769	13.98
Non-saline	314.6071429	13.99
Non-saline	1944.739437	14
Non-saline	136.4375	14
Non-saline	320.3802817	14
Non-saline	639.1086957	14
Non-saline	156	14
Non-saline	509.032967	14
Non-saline	232.2142857	14
Non-saline	328	14
Non-saline	313.2758621	14
Non-saline	135.0625	14
Non-saline	118.1052632	14
Non-saline	871.2777778	14
Non-saline	441.0769231	14
Non-saline	2085.372549	14
Non-saline	28	14
Non-saline	3072.257143	14
Non-saline	3115.20339	14
Non-saline	583.7166667	14
Non-saline	310.0909091	14
Non-saline	2776.621514	14
Non-saline	274.0967742	14
Non-saline	775.6	14
Non-saline	3773.040541	14
Non-saline	1662.5	14
Non-saline	780.3737374	14
Non-saline	727.7678571	14
Non-saline	1639.736842	14
Non-saline	346.4285714	14
Non-saline	461.6428571	14
Non-saline	522.8032787	14
Plant	262.875	14.01
Plant	165	14.01
Plant	300	14.01
Plant	262.5	14.01
Plant	197.9090909	14.01
Plant	332.40625	14.01
Plant	171.4	14.01
Plant	280	14.01
Plant	274.0357143	14.01
Plant	346.4418605	14.01
Plant	228.8947368	14.01
Non-saline	2120.204444	14.02
Non-saline	2011.014354	14.02
Non-saline	379.0227273	14.02
Non-saline	487.8409091	14.02
Non-saline	775.5263158	14.02
Non-saline	464.7169811	14.03
Non-saline	255.1081081	14.04
Non-saline	399.6829268	14.05
Non-saline	533.9090909	14.06
Non-saline	370.9375	14.06
Non-saline	431.1071429	14.08
Non-saline	377.1935484	14.09
Non-saline	1803.413043	14.1
Non-saline	459.6341463	14.1
Non-saline	297.6666667	14.1
Non-saline	3834.284722	14.1
Non-saline	671.4	14.1
Non-saline	247.84	14.1
Non-saline	597.0847458	14.1
Non-saline	1712.090909	14.1
Non-saline	3525.068966	14.1
Non-saline	3973.443925	14.1
Non-saline	694.2285714	14.1
Non-saline	1559.727273	14.1
Non-saline	394.8125	14.1
Non-saline	694.2718447	14.12
Non-saline	376.7317073	14.12
Non-saline	524.0377358	14.13
Non-saline	495.25	14.13
Non-saline	139.0769231	14.14
Non-saline	459.25	14.15
Plant	275.75	14.16
Plant	317.0909091	14.16
Plant	227.047619	14.16
Plant	291.3571429	14.16
Plant	349.7142857	14.16
Plant	305.95	14.16
Plant	396.2307692	14.16
Plant	243.7142857	14.16
Plant	180.75	14.16
Plant	164.75	14.16
Plant	217.4	14.16
Plant	172	14.16
Non-saline	1407.064516	14.18
Non-saline	337.4347826	14.19
Saline	503.6923077	14.1933
Non-saline	913.6964286	14.2
Non-saline	243.0384615	14.2
Non-saline	306.5	14.2
Non-saline	313.6176471	14.2
Non-saline	3974.229167	14.2
Non-saline	382.8857143	14.2
Non-saline	467.2727273	14.2
Non-saline	559.0217391	14.2
Non-saline	673.5121951	14.2
Non-saline	369.625	14.2
Non-saline	2284.785714	14.2
Non-saline	309.5675676	14.23
Non-saline	394.1290323	14.23
Non-saline	439.6222222	14.26
Non-saline	254.5	14.28
Non-saline	2415.928854	14.3
Non-saline	1575.333333	14.3
Non-saline	784.8333333	14.3
Non-saline	168.6071429	14.3
Non-saline	223.2413793	14.3
Non-saline	430.8958333	14.3
Non-saline	407.3469388	14.3
Non-saline	366.0652174	14.3
Non-saline	291.0967742	14.3
Non-saline	736.25	14.3
Non-saline	167.5	14.3
Non-saline	512.2162162	14.3
Non-saline	775.6282051	14.3
Non-saline	845.7142857	14.3
Non-saline	436.2459016	14.3
Non-saline	466.06	14.3
Non-saline	4552.792332	14.3
Non-saline	375.9361702	14.31
Plant	423.8875	14.32
Plant	182	14.32
Plant	250.5	14.32
Plant	264.5	14.32
Plant	240	14.32
Plant	121.1111111	14.32
Plant	333.0217391	14.32
Plant	230.5652174	14.32
Plant	123	14.32
Plant	118	14.32
Plant	368.1818182	14.32
Non-saline	732.8857143	14.33
Non-saline	329.5333333	14.34
Non-saline	256.1363636	14.36
Non-saline	272.483871	14.36
Non-saline	160.8846154	14.37
Non-saline	337.525	14.37
Non-saline	519.5277778	14.37
Non-saline	2954.241007	14.38
Non-saline	332.037037	14.38
Non-saline	1262.684932	14.4
Non-saline	185.2	14.4
Non-saline	224	14.4
Non-saline	450.2564103	14.4
Non-saline	307.9354839	14.4
Non-saline	122.2727273	14.4
Non-saline	120.0769231	14.4
Non-saline	577.2333333	14.4
Non-saline	478.7971014	14.4
Non-saline	264.1081081	14.4
Non-saline	403.75	14.4
Non-saline	121.375	14.4
Non-saline	1155.308989	14.4
Non-saline	340.5	14.4
Non-saline	256.5384615	14.4
Non-saline	398.0227273	14.4
Non-saline	254.3333333	14.4
Non-saline	2896.407407	14.4
Non-saline	418.2608696	14.4
Non-saline	1194.258065	14.4
Non-saline	3823.7557	14.4
Non-saline	512.8857143	14.4
Non-saline	2459.951923	14.4
Non-saline	2032.255	14.4
Non-saline	513.3333333	14.4
Non-saline	1740.561497	14.4
Non-saline	374.6666667	14.4
Non-saline	288.2857143	14.41
Non-saline	505.0333333	14.41
Non-saline	154.5	14.42
Non-saline	277.0882353	14.42
Non-saline	37	14.43
Non-saline	710.2978723	14.44
Non-saline	287.0625	14.44
Non-saline	183.7142857	14.45
Non-saline	383.9444444	14.45
Non-saline	503.1153846	14.46
Non-saline	309	14.46
Non-saline	313.1304348	14.46
Non-saline	232.0344828	14.48
Non-saline	90.86666667	14.5
Non-saline	89.11111111	14.5
Non-saline	397	14.5
Non-saline	451.8333333	14.5
Non-saline	4278.466877	14.5
Non-saline	638.0923077	14.5
Non-saline	3825.804444	14.5
Non-saline	515.7272727	14.5
Non-saline	932.2418301	14.5
Non-saline	303.5	14.5
Non-saline	3520.126531	14.5
Non-saline	374.2285714	14.5
Non-saline	1083.848276	14.52
Saline	231	14.52
Saline	168.8846154	14.52
Saline	121.8	14.52
Saline	245.5	14.52
Non-saline	169.6153846	14.52
Non-saline	225.7142857	14.53
Non-saline	126	14.53
Non-saline	424.6363636	14.54
Non-saline	416.5625	14.54
Non-saline	240.1	14.58
Non-saline	337.7777778	14.59
Non-saline	380.5882353	14.59
Non-saline	88.4	14.6
Non-saline	304.6923077	14.6
Non-saline	187.1666667	14.6
Non-saline	252.5263158	14.6
Non-saline	418.6756757	14.6
Non-saline	2107.814815	14.6
Non-saline	347.7142857	14.6
Non-saline	253.9375	14.6
Non-saline	341.4468085	14.6
Non-saline	3038.372951	14.6
Non-saline	4442.570149	14.6
Non-saline	1305.226027	14.64
Non-saline	975.5116279	14.64
Non-saline	711.12	14.67
Non-saline	182.12	14.68
Non-saline	126.25	14.68
Non-saline	560.4418605	14.7
Non-saline	455.1034483	14.7
Non-saline	194.5882353	14.7
Non-saline	657.443038	14.7
Non-saline	164.05	14.7
Non-saline	117	14.7
Non-saline	5126.508021	14.7
Non-saline	3281.776596	14.7
Non-saline	2781.898551	14.7
Non-saline	1673.958333	14.72
Non-saline	463.3684211	14.76
Non-saline	252	14.76
Non-saline	189.12	14.76
Non-saline	368.8888889	14.8
Non-saline	228.3030303	14.8
Non-saline	43	14.8
Non-saline	226.3333333	14.8
Non-saline	530.9285714	14.8
Non-saline	268.7307692	14.8
Non-saline	1875.003003	14.8
Non-saline	1248.5	14.8
Non-saline	308.5555556	14.8
Non-saline	3803.282051	14.8
Non-saline	352.7837838	14.8
Non-saline	939.7321429	14.8
Non-saline	1180.130435	14.8
Non-saline	655.96875	14.8
Non-saline	249.4285714	14.82
Non-saline	163.3870968	14.82
Non-saline	57	14.83
Non-saline	281.7241379	14.84
Non-saline	1955.083721	14.88
Plant	253.375	14.89
Plant	219.55	14.89
Plant	162.6153846	14.89
Plant	329.4516129	14.89
Plant	287.4642857	14.89
Plant	414.5348837	14.89
Plant	349.2777778	14.89
Plant	276.6428571	14.89
Plant	276.5652174	14.89
Plant	535.5625	14.89
Plant	822.8730159	14.89
Plant	909.4736842	14.89
Plant	903.5340909	14.89
Plant	1024.045455	14.89
Plant	932.641791	14.89
Non-saline	164	14.9
Non-saline	356.0714286	14.9
Non-saline	305.6086957	14.9
Non-saline	82.88235294	14.9
Non-saline	918.6328125	14.9
Non-saline	761.6493506	14.9
Non-saline	1118.225225	14.9
Non-saline	337.8	14.9
Non-saline	290.4871795	14.9
Non-saline	818.119403	14.9
Non-saline	330.1212121	14.9
Non-saline	589.9677419	14.9
Non-saline	3590	14.9
Non-saline	109	14.9
Non-saline	599.4285714	14.9
Non-saline	474.9607843	14.9
Non-saline	1695.33557	14.9
Non-saline	450.75	14.9
Non-saline	1646.666667	14.9
Non-saline	4304.373057	14.9
Non-saline	155	14.92
Non-saline	368.3333333	14.92
Non-saline	749.2075472	14.94
Saline	348.5	14.96
Saline	378.3846154	14.96
Saline	300.0277778	14.96
Saline	329	14.96
Plant	336.8125	14.97
Plant	141.0769231	14.97
Plant	258.4375	14.97
Plant	164.0526316	14.97
Plant	243.64	14.97
Plant	426.0588235	14.97
Plant	429.122449	14.97
Plant	395.1111111	14.97
Plant	450.0181818	14.97
Plant	314.0277778	14.97
Plant	226.2142857	14.97
Plant	184.0526316	14.97
Plant	269.75	14.97
Plant	198.2	14.97
Plant	169.7142857	14.97
Saline	460.0576923	14.9805
Non-saline	275.2413793	14.99
Non-saline	966.4794521	15
Non-saline	1100.681818	15
Non-saline	1230.204545	15
Non-saline	1333.333333	15
Non-saline	1032.113861	15
Non-saline	890.2394958	15
Non-saline	940.173913	15
Plant	232.5555556	15
Plant	322.2222222	15
Plant	326.375	15
Non-saline	979.3666667	15
Non-saline	1210.279412	15
Non-saline	1466.285714	15
Plant	417.0967742	15
Plant	303.625	15
Plant	354.3918919	15
Non-saline	946.3056769	15
Non-saline	941.7196653	15
Non-saline	1281.689655	15
Non-saline	809.8439024	15
Non-saline	962.5206186	15
Plant	464.375	15
Plant	284.5555556	15
Plant	278.625	15
Non-saline	214.04	15
Non-saline	185.64	15
Non-saline	2441.407692	15
Non-saline	101.3333333	15
Non-saline	2558.3	15
Non-saline	848.8495575	15
Non-saline	325.71875	15
Non-saline	288	15
Non-saline	377.8235294	15
Non-saline	425.9545455	15
Plant	756	15.01
Plant	723.5	15.01
Plant	655.5121951	15.01
Plant	717.3134328	15.01
Plant	768.9710145	15.01
Plant	850.5128205	15.01
Plant	986.9367089	15.01
Plant	911.0120482	15.01
Plant	831.0434783	15.01
Plant	930.741573	15.01
Plant	859.0126582	15.01
Plant	629.6233766	15.01
Plant	975.5670103	15.01
Plant	584.6521739	15.01
Plant	895.7142857	15.01
Saline	433.5263158	15.01
Saline	612.75	15.01
Saline	531.372549	15.01
Non-saline	453.12	15.04
Non-saline	294.825	15.04
Non-saline	170	15.05
Non-saline	136.75	15.05
Non-saline	267.3913043	15.05
Non-saline	28.5	15.06
Non-saline	408	15.07
Non-saline	376.2162162	15.08
Non-saline	344.9354839	15.09
Non-saline	254.75	15.1
Non-saline	268.0222222	15.1
Non-saline	426.84	15.1
Non-saline	461.2368421	15.1
Non-saline	3847.10219	15.1
Non-saline	293.0344828	15.1
Non-saline	196.7727273	15.1
Plant	228.0555556	15.12
Plant	415.4285714	15.12
Plant	209	15.12
Plant	185.125	15.12
Plant	240.1578947	15.12
Plant	284.3333333	15.12
Plant	552.2465753	15.12
Plant	555.2826087	15.12
Plant	654.3333333	15.12
Plant	395.5789474	15.12
Plant	161.8695652	15.12
Plant	132.25	15.12
Plant	217.9032258	15.12
Plant	295	15.12
Plant	306.1	15.12
Plant	318.0909091	15.12
Plant	355.5454545	15.12
Non-saline	194.1363636	15.12
Non-saline	420	15.12
Non-saline	371.1632653	15.12
Non-saline	2512.818182	15.14
Non-saline	228.625	15.18
Non-saline	322.3703704	15.2
Non-saline	286.2	15.2
Non-saline	373.34375	15.2
Non-saline	207.875	15.2
Non-saline	480.525	15.2
Non-saline	2233.978261	15.2
Non-saline	232.2307692	15.23
Plant	424.1538462	15.24
Plant	841.5365854	15.24
Plant	355.5277778	15.24
Plant	389.5714286	15.24
Plant	267.5517241	15.24
Plant	480.3829787	15.24
Plant	571.362069	15.24
Plant	375.6153846	15.24
Plant	283.5	15.24
Plant	415.6666667	15.24
Plant	226.12	15.24
Plant	251.15	15.24
Plant	291.1956522	15.24
Plant	422.7241379	15.24
Plant	304	15.24
Non-saline	287.5	15.24
Non-saline	254.1764706	15.26
Non-saline	321.0714286	15.27
Non-saline	228.1666667	15.27
Saline	216.3703704	15.29
Saline	396.75	15.29
Saline	356.25	15.29
Saline	467.1818182	15.29
Non-saline	560.2804878	15.3
Non-saline	294.3529412	15.3
Non-saline	362.125	15.3
Non-saline	329.0227273	15.3
Non-saline	245	15.3
Non-saline	307.4871795	15.3
Non-saline	795.2857143	15.3
Non-saline	1075.65	15.3
Non-saline	470.7777778	15.3
Non-saline	463.5675676	15.3
Non-saline	1455.027778	15.3
Non-saline	292.5531915	15.3
Non-saline	864.6666667	15.3
Non-saline	2273.056818	15.3
Non-saline	373.25	15.3
Non-saline	340.5	15.3
Saline	239.4166667	15.31
Saline	195.5	15.31
Saline	228.8823529	15.3138
Saline	238.0416667	15.3138
Non-saline	381.0652174	15.33
Plant	665.85	15.36
Plant	306.3076923	15.36
Plant	352.1034483	15.36
Plant	278.6666667	15.36
Plant	347.0465116	15.36
Plant	316.2222222	15.36
Plant	469.8181818	15.36
Plant	521.122449	15.36
Plant	733.2523364	15.36
Plant	341.2413793	15.36
Plant	293.1071429	15.36
Plant	374.7017544	15.36
Plant	414.1304348	15.36
Plant	405.8571429	15.36
Plant	310.7179487	15.36
Non-saline	512.2777778	15.36
Saline	182.2307692	15.39
Saline	170.05	15.39
Saline	224.1304348	15.39
Saline	144.0588235	15.39
Non-saline	413.3962264	15.4
Non-saline	664.7692308	15.4
Saline	250	15.4
Saline	272.03125	15.4
Saline	299.1818182	15.4
Saline	276.2432432	15.4
Non-saline	331.6304348	15.4
Non-saline	686	15.4
Non-saline	2816.8375	15.4
Non-saline	592.3538462	15.4
Non-saline	2965.419355	15.4
Non-saline	1286.314607	15.4
Non-saline	898.53125	15.4
Non-saline	2854.675277	15.4
Non-saline	662.5535714	15.4
Non-saline	373.1212121	15.4
Non-saline	2575.055556	15.4
Non-saline	3012.339806	15.4
Non-saline	543.7755102	15.4
Non-saline	407.0434783	15.4
Non-saline	1187.012346	15.4
Non-saline	3529.520408	15.4
Non-saline	140.5	15.4
Non-saline	1404.727273	15.4
Non-saline	2160.345238	15.44
Non-saline	453.2758621	15.44
Saline	561.2	15.45
Saline	504.1538462	15.45
Saline	405.6	15.45
Saline	466	15.45
Non-saline	257.3333333	15.45
Non-saline	536.1311475	15.46
Non-saline	410.5714286	15.47
Non-saline	300	15.47
Saline	284.2432432	15.48305
Non-saline	174.8666667	15.5
Non-saline	134	15.5
Non-saline	347.2857143	15.5
Non-saline	370.2631579	15.5
Non-saline	259.03125	15.5
Non-saline	435.0769231	15.5
Non-saline	624.06	15.5
Plant	90.54545455	15.5
Plant	90.66666667	15.5
Plant	72.16666667	15.5
Plant	112	15.5
Plant	78.125	15.5
Plant	167.1612903	15.5
Plant	141.2	15.5
Plant	149.4	15.5
Non-saline	362.4883721	15.52
Non-saline	339.9565217	15.53
Non-saline	275.0285714	15.53
Non-saline	353.9361702	15.54
Non-saline	457.0128205	15.55
Non-saline	363.5277778	15.56
Saline	177	15.58
Saline	343.8333333	15.58
Saline	289.7727273	15.58
Saline	324.375	15.58
Non-saline	430.7741935	15.59
Non-saline	387.6538462	15.59
Non-saline	93	15.59
Non-saline	176.5	15.6
Non-saline	1839.151659	15.6
Non-saline	920.8391608	15.6
Non-saline	154.0666667	15.6
Non-saline	504.3	15.6
Non-saline	498.1463415	15.6
Non-saline	526.5555556	15.6
Non-saline	185	15.6
Non-saline	1220.763158	15.6
Non-saline	506.46875	15.6
Non-saline	316.75	15.6
Non-saline	453.02	15.6
Non-saline	3319.546392	15.6
Non-saline	338	15.6
Non-saline	368.1363636	15.6
Non-saline	2258.395833	15.6
Non-saline	334	15.6
Non-saline	249.8076923	15.6
Plant	325.5	15.6
Plant	192.5769231	15.6
Plant	126.2142857	15.6
Plant	153.1666667	15.6
Plant	114.0769231	15.6
Plant	138	15.6
Plant	114.3	15.6
Plant	278.6666667	15.6
Plant	250.4347826	15.6
Plant	192.5	15.6
Plant	52.85714286	15.6
Plant	172.3333333	15.6
Plant	120	15.6
Plant	110.2727273	15.6
Plant	298	15.6
Plant	128.75	15.6
Plant	83.5	15.6
Plant	68.5	15.6
Plant	295.2	15.6
Plant	390.8333333	15.6
Plant	280.1666667	15.6
Plant	299.6	15.6
Plant	119.5	15.6
Plant	177.3333333	15.6
Plant	198.6666667	15.6
Plant	169.2857143	15.6
Plant	119.6153846	15.6
Plant	173.84	15.6
Saline	428.4418605	15.62
Saline	444.0555556	15.62
Saline	169.6153846	15.62
Saline	379	15.62
Non-saline	322.5526316	15.64
Non-saline	293.0222222	15.64
