Location,Chao1,Temperature,pH,Latitude
Water (ns),377.1935484,14.09,7.8,68.600601
Water (ns),459.25,14.15,7.8,68.582062
Water (ns),439.6222222,14.26,7.8,68.629961
Water (ns),736.25,14.3,7.8,68.58333333
Water (ns),167.5,14.3,7.8,68.61838333
Water (ns),375.9361702,14.31,7.8,68.629961
Water (ns),340.5,14.4,7.8,68.640904
Water (ns),4278.466877,14.5,7.8,68.611341
Water (ns),337.7777778,14.59,7.8,68.629961
Water (ns),380.5882353,14.59,7.8,68.629961
Water (ns),4442.570149,14.6,7.8,68.60853333
Water (ns),848.8495575,15,7.8,68.61838333
Water (ns),420,15.12,7.8,68.629961
Water (ns),371.1632653,15.12,7.8,68.629961
Water (ns),1455.027778,15.3,7.8,68.6256
Water (ns),2575.055556,15.4,7.8,68.61838333
Water (ns),281.7142857,15.74,7.8,68.582062
Water (ns),1696.038462,16.3,7.8,68.61838333
Water (ns),471.212766,16.3,7.8,68.67415
Water (ns),4732.724928,16.5,7.8,68.60853333
Water (ns),384.25,16.97,7.8,68.629961
Sediment (s),282.2285714,17,7.8,58.22
Sediment (s),354.6923077,17,7.8,58.22
Sediment (s),511.9428571,17,7.8,58.22
Sediment (s),991.5294118,17,7.8,58.22
Sediment (s),282.6,17,7.8,58.22
Sediment (s),866.2658228,17,7.8,58.22
Sediment (s),307.75,17,7.8,58.22
Sediment (s),307.5,17,7.8,58.22
Sediment (s),322.0967742,17,7.8,58.22
Sediment (s),550.4,17,7.8,58.22
Sediment (s),1030.653846,17,7.8,58.22
Sediment (s),1202.717647,17,7.8,58.22
Sediment (s),831.3918919,17,7.8,58.22
Sediment (s),849.8333333,17,7.8,58.22
Sediment (s),387.525,17,7.8,58.22
Sediment (s),442.9411765,17,7.8,58.22
Water (ns),266.5789474,17,7.8,68.70166667
Water (ns),381.0196078,17,7.8,68.86755
Water (ns),187.5714286,17.3,7.8,68.98633
Water (ns),384,17.31,7.8,68.629961
Water (ns),315.2857143,17.59,7.8,68.610028
Water (ns),546.12,17.72,7.8,68.582062
Water (ns),311.7,17.92,7.8,68.610576
Water (ns),315.027027,17.98,7.8,68.610889
Water (ns),378.3235294,18,7.8,68.609842
Water (ns),718.3076923,18.4,7.8,68.53327
Water (ns),404.1081081,18.7,7.8,68.53327
Water (ns),747.8,19.7,7.8,68.8264
Water (ns),269.8947368,4.8,7.81,53.167
Water (ns),330.3333333,4.8,7.81,53.167
Water (ns),545.902439,13,7.81,55.906
Water (ns),405.1428571,2.5563,7.817,47.371
Water (ns),341.0769231,4.7,7.82,53.167
Water (ns),403.0222222,4.7,7.82,53.167
Water (ns),231.0588235,4.9,7.82,53.167
Water (ns),150.0769231,4.9,7.82,53.167
Water (ns),432,2.7938,7.827,47.606
Water (ns),303.5652174,4.8,7.84,53.167
Water (ns),424.6666667,4.8,7.84,53.167
Water (ns),1642,10.6,7.84,55.906
Sediment (s),2326.452555,10.8,7.85,50.338
Sediment (s),1104.416667,10.8,7.85,50.338
Sediment (s),1094.443182,10.8,7.85,50.338
Sediment (s),2336.816216,10.8,7.85,50.338
Sediment (s),1500.449275,10.8,7.85,50.338
Sediment (s),2668.717687,10.8,7.85,50.338
Sediment (s),2516,10.8,7.85,50.338
Sediment (s),1489.672414,10.8,7.85,50.338
Sediment (s),2001.537037,10.8,7.85,50.338
Sediment (s),2118.420118,10.8,7.85,50.338
Sediment (s),689.0153061,10.8,7.85,50.338
Water (ns),966.4794521,15,7.85,53.517
Water (ns),547.40625,2.5444,7.852,47.371
Water (ns),447.1818182,2.8005,7.852,47.606
Water (ns),217.6666667,4.8,7.86,53.167
Water (ns),242.2758621,4.8,7.86,53.167
Water (ns),290.5714286,5,7.86,53.167
Water (ns),497.25,5,7.86,53.167
Water (ns),485.4680851,2.7489,7.862,47.371
Water (ns),412.0185185,2.7804,7.862,47.606
Water (ns),422.3409091,2.5587,7.867,47.371
Water (ns),401.1724138,2.7827,7.867,47.606
Water (ns),373.3658537,4.7,7.87,53.167
Water (ns),454.375,4.7,7.87,53.167
Water (ns),401.122449,2.5525,7.872,47.371
Water (ns),458.3235294,2.5557,7.872,47.371
Water (ns),412.1090909,2.8062,7.872,47.606
Water (ns),200.6176471,3.2,7.88,53.167
Water (ns),345.4864865,3.2,7.88,53.167
Water (ns),466.5,2.5602,7.882,47.37
Water (ns),348.4642857,5.4,7.89,53.167
Water (ns),298.8484848,5.4,7.89,53.167
Water (ns),474.1463415,12.32,7.89,55.905
Water (ns),2180.096774,1.6,7.9,68.6256
Water (s),100.7692308,2,7.9,69.69558333
Water (s),134,2,7.9,69.69558333
Water (ns),299.9655172,2.21,7.9,68.674932
Water (s),135,2.5,7.9,69.69248333
Water (ns),4339.735849,3.8,7.9,68.60853333
Water (ns),5081.360558,4.3,7.9,68.59688333
Water (ns),286.1578947,4.7,7.9,53.167
Water (ns),295.03125,4.7,7.9,53.167
Water (s),113.6666667,4.9,7.9,70.15658333
Water (ns),3149.896194,6.2,7.9,68.60853333
Water (ns),4547.073746,6.8,7.9,68.622
Water (s),1313.5,6.9,7.9,69.6598
Water (s),144.1538462,6.9,7.9,69.6598
Water (ns),463.775,7.04,7.9,68.674932
Water (s),184.3636364,7.7,7.9,69.6828
Water (ns),2055.864662,8.2,7.9,68.6256
Water (ns),3598.818182,8.2,7.9,68.60853333
Water (s),268.4,8.8,7.9,69.8633
Water (ns),3747.812169,9.2,7.9,68.578643
Water (ns),330.2,9.28,7.9,68.629961
Water (ns),379.8857143,9.29,7.9,68.632586
Water (ns),513.0833333,9.44,7.9,68.625966
Water (ns),594.8333333,9.8,7.9,68.626672
Water (ns),254.75,9.89,7.9,68.582062
Water (s),152.1666667,10.5,7.9,70.1055
Water (ns),611.4090909,10.8,7.9,68.611341
Water (ns),367.0714286,10.88,7.9,68.629961
Water (ns),2969.760563,11.2,7.9,68.622
Water (s),173,11.4,7.9,70.1008
Water (ns),310.2790698,11.5,7.9,68.582062
Water (ns),374.9047619,11.65,7.9,68.629961
Water (ns),4431.367742,11.9,7.9,68.61838333
Water (ns),75,12.5,7.9,68.6256
Water (ns),451.8125,12.73,7.9,68.629961
Water (ns),402.5121951,12.8,7.9,68.611341
Water (ns),413.0909091,12.87,7.9,68.625966
Water (ns),1236.961538,13.1,7.9,68.6256
Water (ns),262.5384615,13.15,7.9,68.609717
Water (ns),2915.262931,13.2,7.9,68.622
Water (ns),397.3333333,13.2,7.9,68.611341
Water (ns),188.875,13.3,7.9,68.6256
Water (ns),577.4285714,13.5,7.9,68.60853333
Water (ns),3105.710145,13.5,7.9,68.60853333
Water (ns),5108.489474,13.6,7.9,68.60853333
Water (ns),379.0227273,14.02,7.9,55.873
Water (ns),399.6829268,14.05,7.9,68.629961
Water (ns),519.5277778,14.37,7.9,68.582062
Water (ns),2954.241007,14.38,7.9,68.629961
Water (ns),424.6363636,14.54,7.9,68.629961
Water (ns),416.5625,14.54,7.9,68.629961
Water (ns),2107.814815,14.6,7.9,68.6256
Water (ns),341.4468085,14.6,7.9,68.49113
Water (ns),470.7777778,15.3,7.9,68.611341
Water (ns),331.6304348,15.4,7.9,68.611341
Water (ns),259.03125,15.5,7.9,68.585
Water (ns),3319.546392,15.6,7.9,68.611341
Water (ns),3674.766423,16,7.9,68.60853333
Water (ns),772.5081967,16.5,7.9,68.70166667
Water (ns),366.6666667,16.5,7.9,68.62538
Water (ns),273.0294118,16.5,7.9,68.82806
Water (ns),459.5333333,17.2,7.9,68.48625
Water (ns),246.6875,17.5,7.9,68.82806
Water (ns),332.7,17.8,7.9,68.62538
Water (ns),3029.142336,18.2,7.9,68.611341
Water (ns),573.9375,18.5,7.9,68.49113
Water (ns),516.9230769,18.8,7.9,68.53405
Water (ns),529.122449,19.2,7.9,68.49592
Water (ns),916.9468085,20.3,7.9,68.82735
Water (ns),1279.428571,4.2,7.91,53.167
Water (ns),537,4.2,7.91,53.167
Water (ns),72.75,10.9,7.91,53.333
Water (ns),394.1923077,10.9,7.91,53.333
Water (ns),74.3,8.8,7.92,53.517
Water (ns),126.3,8.8,7.92,53.517
Water (ns),413.02,2.7934,7.922,46.91
Water (ns),456.9672131,7.9,7.93,53.333
Water (ns),383.0652174,7.9,7.93,53.333
Water (ns),460.72,2.7852,7.932,46.91
Water (ns),221.2068966,7.6,7.94,53.167
Water (ns),2417.319079,7.6,7.94,53.167
Water (ns),434.5714286,2.7713,7.947,46.91
Water (ns),449.6923077,2.7969,7.947,46.91
Sediment (s),1798.775148,10.6,7.95,50.338
Sediment (s),2154.320755,10.6,7.95,50.338
Sediment (s),1949.756757,10.6,7.95,50.338
Sediment (s),2300.132075,10.6,7.95,50.338
Sediment (s),2209.653631,10.6,7.95,50.338
Sediment (s),1395.147601,10.6,7.95,50.338
Sediment (s),2680.951923,10.6,7.95,50.338
Sediment (s),1667.589286,10.6,7.95,50.338
Sediment (s),1773.225806,10.6,7.95,50.338
Water (ns),456.0714286,2.869,7.951,46.909
Water (ns),465.1052632,2.7776,7.952,46.91
Water (ns),450.6595745,2.8759,7.956,46.909
Water (ns),657.987013,3,7.96,53.167
Water (ns),1073.273438,3,7.96,53.167
Water (ns),967.2333333,5.2,7.96,53.167
Water (ns),308.075,5.2,7.96,53.167
Water (ns),529.9268293,12.2,7.96,55.906
Water (ns),478.4473684,2.914,7.966,46.909
Water (ns),294.78125,4.1,7.97,53.167
Water (ns),597.4117647,4.1,7.97,53.167
Water (ns),262.1052632,4.5,7.97,53.167
Water (ns),707,4.5,7.97,53.167
Water (ns),1407.794393,12.6,7.97,55.905
Water (ns),407.0652174,2.9666,7.971,46.909
Water (ns),388.9,2.9673,7.976,46.909
Water (ns),264.0238095,2.3,7.98,53.517
Water (ns),991.1730769,2.3,7.98,53.517
Water (ns),563.238806,2.8,7.98,53.517
Water (ns),142.4,2.8,7.98,53.517
Soil (ns),1407.064516,14.18,7.98,55.873
Water (ns),534.3584906,4.9,7.99,53.167
Water (ns),571.765625,4.9,7.99,53.167
Water (ns),158.5833333,12.58,7.99,55.905
Water (ns),975.2846715,12.7,7.99,55.905
Water (s),284.2432432,15.48305,7.9909,38.333
Water (s),464.6923077,24.6294,7.9924,8.767
Water (ns),507.8378378,0.1,8,68.6256
Water (ns),485.2222222,4,8,53.167
Water (ns),354.137931,4,8,53.167
Water (ns),297.6363636,4.2,8,53.167
Water (ns),448.1538462,4.2,8,53.167
Water (ns),326.2173913,4.5,8,53.167
Water (ns),372.2586207,4.5,8,53.167
Water (s),275.625,4.8,8,70.08808333
Water (s),122.55,5.1,8,70.15336667
Water (ns),521.40625,6,8,68.182344
Water (ns),3513.740554,6.6,8,68.622
Water (ns),3719.398798,6.7,8,68.622
Water (ns),1705.134021,7.8,8,68.61838333
Water (ns),832.72,8,8,68.61838333
Water (ns),4388.678571,8.2,8,68.622
Water (s),190.5714286,8.5,8,69.8984
Water (ns),4628.316742,8.7,8,68.622
Water (ns),763.4577465,9.6,8,68.622
Water (ns),3841.876161,9.7,8,68.622
Water (ns),3948.471642,9.8,8,68.60853333
Sediment (s),183.5,9.9,8,70.10956667
Water (ns),3865.936404,10.1,8,68.622
Water (ns),4203.886525,10.2,8,68.60853333
Water (ns),370.097561,10.48,8,68.63639
Water (ns),431.5,10.48,8,68.63639
Water (ns),1045.372881,10.6,8,68.61838333
Water (ns),3129.340659,10.6,8,68.60853333
Water (ns),238.3529412,10.7,8,53.517
Water (ns),529.2,10.7,8,53.517
Water (ns),413.0277778,10.84,8,68.633232
Water (ns),322.0857143,10.85,8,68.633232
Water (ns),342.3571429,10.97,8,68.632586
Water (ns),348.2272727,10.99,8,68.628656
Water (ns),395.1666667,11.01,8,68.638624
Water (ns),365.3714286,11.01,8,68.632586
Water (ns),3362.602941,11.1,8,68.601493
Water (ns),4293.004115,11.6,8,68.60853333
Water (ns),1995.622807,12.58,8,55.905
Water (ns),4652.168196,13.1,8,68.60853333
Water (ns),405.5333333,13.31,8,68.639895
Water (ns),1856.54878,13.4,8,68.6256
Water (ns),318.1621622,13.69,8,68.634241
Water (ns),418.1132075,13.78,8,68.632586
Water (ns),393.1842105,13.8,8,68.611341
Water (ns),220.2307692,13.8,8,68.582062
Water (ns),556.06,13.88,8,68.629961
Water (ns),460.2195122,13.88,8,68.629961
Water (ns),557.2941176,13.94,8,68.633064
Water (ns),291.0967742,14.3,8,68.611341
Water (ns),775.6282051,14.3,8,68.59491667
Water (ns),418.2608696,14.4,8,68.70333333
Water (ns),2032.255,14.4,8,69.149465
Water (ns),1875.003003,14.8,8,68.611514
Water (ns),463.5675676,15.3,8,68.97871
Water (ns),373.25,15.3,8,68.674122
Water (ns),397.5294118,15.9,8,68.8264
Water (ns),770.0212766,16.1,8,68.79372
Water (ns),272.1666667,16.6,8,68.70785
Water (ns),373.1290323,16.81,8,68.629961
Water (ns),388.7837838,16.9,8,68.611341
Water (ns),523.7777778,17.3,8,68.70333333
Water (ns),138,17.5,8,68.705
Water (ns),504.8125,17.6,8,68.611341
Water (ns),524.0769231,17.8,8,68.705
Water (ns),355.3333333,17.87,8,68.609717
Water (ns),904.0344828,18.1,8,68.705
Water (ns),170.3333333,18.2,8,68.62538
Water (ns),433.9230769,19,8,68.82735
Water (ns),631.2564103,19.1,8,68.98353
Water (ns),542.0967742,19.6,8,68.97871
Water (ns),583.3278689,6.5,8.01,53.167
Water (ns),369.8333333,6.5,8.01,53.167
Water (ns),69.27272727,8,8.01,53.517
Water (ns),85.76923077,8,8.01,53.517
Sediment (s),2473.512097,11,8.01,50.338
Sediment (s),3422.683453,11,8.01,50.338
Sediment (s),1783.666667,11,8.01,50.338
Sediment (s),3425.93617,11,8.01,50.338
Sediment (s),2367.453039,11,8.01,50.338
Sediment (s),2272.019868,11,8.01,50.338
Sediment (s),1986.006173,11,8.01,50.338
Sediment (s),771.3459916,11,8.01,50.338
Sediment (s),1794.554945,11,8.01,50.338
Sediment (s),1364.198925,11,8.01,50.338
Sediment (s),2079.119565,11,8.01,50.338
Water (ns),174.0333333,4.8,8.02,53.517
Water (ns),111.9545455,4.8,8.02,53.517
Water (ns),336.1081081,5.9,8.02,53.167
Water (ns),206.2727273,5.9,8.02,53.167
Water (s),319.902439,19.7047,8.027,32
Water (ns),615.7764706,4.6,8.03,53.167
Water (ns),334.0434783,4.6,8.03,53.167
Water (ns),362.8571429,8,8.03,53.167
Water (ns),375.5714286,8,8.03,53.167
Water (ns),679.0854701,8.8,8.03,53.517
Water (ns),845.7073171,8.8,8.03,53.517
Sediment (s),1779.073529,11,8.03,50.338
Sediment (s),1075.834356,11,8.03,50.338
Sediment (s),2046.126984,11,8.03,50.338
Sediment (s),2444.935961,11,8.03,50.338
Sediment (s),2285.716418,11,8.03,50.338
Sediment (s),2195.3,11,8.03,50.338
Sediment (s),1928.071856,11,8.03,50.338
Sediment (s),556.3834197,11,8.03,50.338
Sediment (s),1819.96875,11,8.03,50.338
Water (ns),198.4,3.3,8.04,53.167
Water (ns),371.8888889,3.3,8.04,53.167
Water (ns),276.25,4,8.04,53.333
Water (ns),384.8333333,4,8.04,53.333
Water (ns),383.4716981,4.8,8.04,53.167
Water (ns),528.9268293,4.8,8.04,53.167
Water (ns),318.5,4.9,8.04,53.167
Water (ns),558.7169811,4.9,8.04,53.167
Water (ns),340,2.8,8.05,53.167
Water (ns),780.0454545,2.8,8.05,53.167
Water (ns),169.5,3,8.05,53.167
Water (ns),275.1428571,3,8.05,53.167
Water (ns),3003.509091,3.1,8.05,53.167
Water (ns),492.5357143,3.1,8.05,53.167
Water (ns),355.1276596,5,8.06,53.333
Water (ns),382.5172414,5,8.06,53.333
Water (ns),285.7692308,5.2,8.06,53.167
Water (ns),582.8111111,5.2,8.06,53.167
Water (ns),171.1111111,7.1,8.06,53.517
Water (ns),123,7.1,8.06,53.517
Water (ns),2298.778243,13.48,8.06,55.905
Water (ns),463.4029851,4.1,8.07,53.167
Water (ns),224.0555556,4.1,8.07,53.167
Water (ns),2595.121495,4.5,8.07,53.167
Water (ns),313.3191489,4.5,8.07,53.167
Water (ns),447.5185185,16.4,8.07,53.517
Water (s),380.140625,27.5806,8.0718,10.75
Water (s),458.6307692,26.16555,8.0729,12.083
Water (s),306.3846154,27.5977,8.0764,8.767
Water (s),336.0526316,24.1018,8.07955,22.983
Water (ns),198.1363636,2.4,8.08,53.167
Water (ns),271.5416667,2.4,8.08,53.167
Water (ns),1128.729167,4.4,8.08,53.167
Water (ns),325.1818182,4.4,8.08,53.167
Water (ns),327.7755102,5.5,8.08,53.167
Water (ns),212,5.5,8.08,53.167
Water (ns),397.4347826,6.7,8.08,53.167
Water (ns),348.1956522,6.7,8.08,53.167
Sediment (ns),1642.617647,10.9,8.08,45.942894
Water (s),371.0243902,24.7166,8.08055,20.733
Water (ns),208.75,4.4,8.09,53.167
Water (ns),519.3333333,4.4,8.09,53.167
Water (ns),236.875,4.8,8.09,53.167
Water (ns),213.05,4.8,8.09,53.167
Water (ns),2669.410072,4.9,8.09,53.167
Water (ns),494.0588235,4.9,8.09,53.167
Water (ns),219.1176471,5.6,8.09,53.167
Water (ns),190.8823529,5.6,8.09,53.167
Water (s),356.1395349,25.31425,8.0994,16.733
Water (ns),2870.652027,2.7,8.1,53.167
Water (ns),272.4285714,2.7,8.1,53.167
Water (ns),439,4.6,8.1,53.167
Water (ns),382.8870968,4.6,8.1,53.167
Water (ns),218.1428571,5,8.1,53.167
Water (ns),162.2142857,5,8.1,53.167
Water (ns),3728.415162,5.4,8.1,68.622
Water (ns),3650.526316,5.8,8.1,68.622
Water (ns),5764.614379,6,8.1,68.622
Water (ns),1542.47191,6.2,8.1,68.677723
Water (ns),4121.907928,7.7,8.1,68.622
Water (ns),3023.428571,7.7,8.1,68.265679
Water (ns),240.5,8.5,8.1,53.517
Water (ns),189.037037,8.5,8.1,53.517
Water (ns),5807.726872,8.8,8.1,68.622
Water (ns),4737.743421,9,8.1,68.60853333
Water (ns),480.625,9.9,8.1,68.60853333
Water (s),227.9565217,10,8.1,70.11623333
Water (ns),5894.280374,10.1,8.1,68.59688333
Water (ns),1066.468085,10.1,8.1,68.6256
Water (ns),398.2083333,11.2,8.1,68.362489
Water (ns),1173.6,11.4,8.1,68.61838333
Water (ns),3210.359801,11.4,8.1,68.6
Water (ns),2751.280612,11.8,8.1,69.454917
Water (ns),2688.396226,12.7,8.1,69.314873
Water (ns),399.4545455,13.2,8.1,68.674122
Water (ns),1974.5,13.4,8.1,68.60853333
Water (ns),346.4285714,14,8.1,68.70785
Water (ns),3525.068966,14.1,8.1,68.70798
Water (ns),109,14.9,8.1,68.98353
Water (ns),286.2,15.2,8.1,68.48625
Water (ns),292.5531915,15.3,8.1,68.98353
Water (ns),2273.056818,15.3,8.1,68.677723
Water (ns),506.46875,15.6,8.1,68.70166667
Water (ns),334,15.6,8.1,68.70166667
Water (ns),631.5609756,15.9,8.1,68.705
Water (ns),393.3448276,16,8.1,68.51007
Water (ns),364.8490566,17.6,8.1,68.351333
Water (ns),1303,17.7,8.1,68.70333333
Water (ns),297.2857143,17.8,8.1,68.70333333
Water (ns),354,18.5,8.1,68.82806
Water (ns),805.2647059,19.2,8.1,68.98353
Water (ns),135.25,20.8,8.1,68.8264
Water (ns),469,4,8.12,53.517
Water (ns),384.7142857,4,8.12,53.517
Water (ns),1106.142857,4.1,8.12,53.167
Water (ns),425.8571429,4.1,8.12,53.167
Water (ns),556.1369863,7.6,8.13,53.517
Water (ns),135.2352941,7.6,8.13,53.517
Water (ns),858.8881119,23,8.13,53.517
Water (ns),1009.439759,23,8.13,53.517
Water (ns),456.7058824,3.5874,8.133,44.737
Water (ns),353.5490196,6.3,8.14,53.167
Water (ns),365.6363636,6.3,8.14,53.167
Water (ns),222.3846154,9.2,8.14,53.517
Water (ns),511,9.2,8.14,53.517
Water (ns),154.5,14.42,8.14,55.873
Water (ns),3360.76,3.2,8.15,53.167
Water (ns),275.4864865,3.2,8.15,53.167
Water (ns),433.0196078,4.5,8.15,53.167
Water (ns),883.1525424,4.5,8.15,53.167
Water (ns),464.0175439,4.6,8.15,53.167
Water (ns),403.825,5.7,8.15,53.167
Water (ns),272.4347826,5.7,8.15,53.167
Water (ns),704.0098039,6.3,8.15,53.517
Water (ns),193.7,6.3,8.15,53.517
Water (ns),340.5,6.7,8.15,53.333
Water (ns),257.0416667,6.7,8.15,53.333
Water (ns),199.625,8.8,8.15,53.517
Water (ns),112.3333333,8.8,8.15,53.517
Water (ns),406.1785714,3.5808,8.158,44.737
Water (ns),253.1153846,6,8.16,53.167
Water (ns),150.8947368,6,8.16,53.167
Water (ns),90.86666667,14.5,8.16,53.517
Water (ns),89.11111111,14.5,8.16,53.517
Water (ns),329.0212766,3.9,8.17,53.167
Water (ns),239.5555556,3.9,8.17,53.167
Water (ns),202.2727273,5.1,8.17,53.333
Water (ns),215.8076923,5.1,8.17,53.333
Water (ns),116.1666667,5.3,8.17,53.517
Water (ns),128.0555556,5.3,8.17,53.517
Water (ns),127.8823529,11.1,8.17,53.517
Water (ns),120.6153846,11.1,8.17,53.517
Water (ns),72.33333333,13.7,8.17,53.517
Water (ns),89.66666667,13.7,8.17,53.517
Water (ns),295.4411765,4,8.18,53.167
Water (ns),680.7183099,4,8.18,53.167
Water (ns),112.5652174,5.5,8.18,53.517
Water (ns),68.5,5.5,8.18,53.517
Water (ns),188.9166667,7,8.18,53.517
Water (ns),186.1111111,7,8.18,53.167
Water (ns),161.4285714,7,8.18,53.167
Water (ns),446.5,7.7,8.18,53.333
Water (ns),439.5454545,7.7,8.18,53.333
Water (ns),393.875,3.5646,8.188,44.737
Water (ns),285,5.2,8.19,53.517
Water (ns),99.09090909,5.2,8.19,53.517
Water (ns),411.6923077,3.5612,8.198,44.737
Water (ns),3108.514706,5.5,8.2,68.674122
Water (ns),149.0714286,6,8.2,53.517
Water (ns),536.2967033,6,8.2,53.517
Water (ns),3818.012295,7.7,8.2,68.622
Water (ns),541.625,7.9,8.2,68.622
Water (ns),5211.364341,8.07,8.2,68.59688333
Water (ns),236,8.1,8.2,53.167
Water (ns),138.5,8.1,8.2,53.167
Water (ns),333.1818182,8.7,8.2,68.674122
Water (ns),447.372093,8.7,8.2,68.674122
Water (ns),177,9.3,8.2,68.260839
Water (ns),3699.565217,9.7,8.2,68.622
Water (ns),2201.059322,11.9,8.2,68.60853333
Water (ns),1879.883817,12,8.2,68.769509
Water (ns),381.7317073,12.5,8.2,69.149465
Water (ns),1222.619048,13,8.2,68.60853333
Water (ns),354.1111111,13.1,8.2,68.674122
Water (ns),3190.925311,13.6,8.2,69.016254
Water (ns),247.8888889,13.9,8.2,68.347333
Water (ns),544.2173913,13.9,8.2,68.467833
Water (ns),522.8032787,14,8.2,68.41813
Water (ns),513.3333333,14.4,8.2,68.70798
Water (ns),530.9285714,14.8,8.2,68.81046
Water (ns),538.7818182,15.7,8.2,68.70333333
Water (ns),419.4418605,16.6,8.2,68.53327
Water (ns),796.8125,16.9,8.2,68.82735
Water (ns),438,17.4,8.2,68.70166667
Water (ns),640.5660377,18.5,8.2,68.70798
Water (ns),405.875,3.5477,8.203,44.737
Water (ns),462.2692308,3.548,8.208,44.737
Water (ns),722.5172414,3.1,8.21,53.167
Water (ns),359.0909091,3.1,8.21,53.167
Sediment (ns),2115.126984,5.2,8.21,45.942894
Water (ns),312.0227273,5.6,8.21,53.517
Water (ns),110.5714286,5.6,8.21,53.517
Water (ns),295.0909091,8.6,8.21,53.333
Water (ns),362.4545455,8.6,8.21,53.333
Water (ns),895.0517241,11.4,8.21,53.517
Water (ns),605.0117647,11.4,8.21,53.517
Water (ns),463,3.5599,8.213,44.737
Water (ns),519,3.5187,8.214,44.737
Water (ns),499.6842105,3.5318,8.218,44.737
Water (ns),472.5,2.9,8.22,53.167
Water (ns),884.4210526,2.9,8.22,53.167
Water (ns),824.8208955,7,8.22,53.517
Water (ns),178.3529412,7,8.22,53.517
Water (ns),487.75,10.2,8.22,53.167
Water (ns),99.76923077,10.2,8.22,53.167
Water (ns),195.1304348,2.7,8.23,53.517
Water (ns),91,2.7,8.23,53.517
Water (ns),368.8125,3.9,8.23,53.333
Water (ns),405.893617,3.9,8.23,53.333
Sediment (ns),1869.255814,4.8,8.23,45.942894
Water (ns),343.2666667,10.1,8.23,53.333
Water (ns),440.122449,10.1,8.23,53.333
Water (ns),757.1546392,16.5,8.23,53.517
Water (ns),851.8333333,16.5,8.23,53.517
Water (ns),182.5714286,2.6,8.24,53.167
Water (ns),404.59375,2.6,8.24,53.167
Water (ns),234.2727273,4.4,8.24,53.167
Water (ns),344.0357143,4.4,8.24,53.167
Water (ns),687.7413793,12.2,8.24,53.517
Water (ns),483.9565217,12.2,8.24,53.517
Water (ns),437.4285714,12.5,8.24,53.517
Water (ns),781.0806452,12.5,8.24,53.517
Water (ns),285.3636364,12.8,8.24,53.517
Water (ns),256,12.8,8.24,53.517
Water (ns),166.3157895,19.9,8.24,53.517
Water (ns),516.8870968,19.9,8.24,53.517
Water (ns),543.8875,21.2,8.24,53.517
Water (ns),413.3333333,21.2,8.24,53.517
Water (ns),79.76923077,3,8.25,53.517
Water (ns),808.2835821,3,8.25,53.517
Sediment (ns),1737.333333,6.3,8.25,45.942894
Water (ns),381.0810811,9.9,8.25,53.167
Water (ns),655.5,9.9,8.25,53.167
Water (ns),386.0243902,10.9,8.25,53.167
Water (ns),333.5,10.9,8.25,53.167
Water (ns),832.04,16,8.25,53.517
Water (ns),221.3,16,8.25,53.517
Water (ns),900.625,1.9,8.26,53.167
Water (ns),942.8,1.9,8.26,53.167
Water (ns),246.1176471,3.6,8.26,53.167
Water (ns),237.3703704,3.6,8.26,53.167
Water (ns),373.1290323,3.5298,8.263,43.8
Water (ns),252.7857143,2.9,8.27,53.517
Water (ns),252.3333333,5.1,8.27,53.517
Water (ns),584.6164384,5.2,8.27,53.167
Water (ns),773,5.2,8.27,53.167
Water (ns),194.75,8.1,8.27,53.333
Water (ns),235.5769231,8.1,8.27,53.333
Water (ns),902.6206897,16.9,8.27,53.517
Water (ns),129.6666667,16.9,8.27,53.517
Water (ns),267.1153846,20.2,8.27,53.517
Water (ns),120,20.2,8.27,53.517
Water (ns),378,3.5449,8.273,43.8
Water (ns),519.6666667,3.4919,8.279,43.8
Water (ns),482.5227273,3.4949,8.279,43.8
Water (ns),289.7826087,2.7,8.28,53.517
Water (ns),762.608,2.7,8.28,53.517
Water (ns),158.0555556,3.8,8.28,53.167
Water (ns),140.125,3.8,8.28,53.167
Water (ns),285.25,11.5,8.28,53.517
Water (ns),249.3846154,11.5,8.28,53.517
Water (ns),389.7727273,3.4929,8.284,43.8
Water (ns),421.1707317,3.4949,8.289,43.8
Water (ns),423.6081081,16.3,8.29,53.517
Water (ns),1151.435115,16.3,8.29,53.517
Water (ns),999.6546763,18,8.29,53.517
Water (ns),586.5769231,18,8.29,53.517
Water (ns),395.0909091,3.5413,8.293,43.8
Water (ns),207.125,1.2,8.3,53.167
Water (ns),214.5769231,1.2,8.3,53.167
Water (ns),226.1304348,3.6,8.3,53.167
Water (ns),491.9166667,3.6,8.3,53.167
Water (ns),242.6071429,4.3,8.3,53.167
Water (ns),193.5,4.3,8.3,53.167
Water (ns),216.3714286,5.5,8.3,53.517
Water (ns),2212.527273,7.1,8.3,68.57366667
Water (ns),3682.751613,7.1,8.3,68.57366667
Water (ns),2089,7.3,8.3,70.192833
Water (ns),2518.377273,7.3,8.3,70.192833
Water (ns),437.3888889,7.9,8.3,53.167
Water (ns),373.5121951,7.9,8.3,53.167
Water (ns),1164.606667,8.9,8.3,68.338126
Water (ns),213.5833333,10.3,8.3,68.61035
Water (ns),747.6666667,11.6,8.3,68.70798
Water (ns),504.11,11.6,8.3,68.396289
Water (ns),1208.073529,12,8.3,69.853807
